0.43976251692187085,0.20807137077664614,0.6269249534398744,0.3333333333333333,0.75,0.6827956989247312,0.5,0,1,0,1,0.5
0.10513652364696277,-0.105229985333131,1.2130596208689397,0,0.5,0.507017543859649,0.405982905982906,0.9176470588235294,0,1,0,0.5
-0.029811942375190782,0.29266078619533564,0.5001484647323283,0.6666666666666666,0.25,0.11503623188405798,0.7698744769874477,0.9372549019607843,0,1,1,0.5
0.0660595585783214,0.3843538286181345,0.3763909690540898,0,0,0.984375,0.14814814814814814,0,0,0,1,0.5
0.08682583872215935,0.2580512662101083,0.5466692235620563,0.3333333333333333,0,0.030303030303030203,0.14932126696832576,0,0,0,0,0.5
0.4287323640336646,0.38776975975830424,0.37469079468187605,0.6666666666666666,0.75,0.43798449612403095,0.17991631799163174,0.9372549019607843,0,1,0,0.5
-0.19799455114815542,0.12772371621154072,0.7605917293443958,0,0.25,0.7055555555555556,0.6944444444444443,0,0,1,1,0.5
0.3089556823322235,0.33662088496680925,0.4370190995892291,0.6666666666666666,0.5,0.047619047619047616,0.02978723404255309,0,0,0,0,0.5
-0.02055563665065876,0.2314793926580621,0.5865268029956165,0.3333333333333333,0,0.25,0.07407407407407407,0.21176470588235294,0,0,0,0.5
0.1637239208297207,0.12513132398039364,0.7600857020441204,0.3333333333333333,0.5,0.012820512820512794,0.053497942386831206,0,0,0,0,0.5
0.04177565383908194,0.2568559166407903,0.5484321141358856,0.6666666666666666,0,0.13809523809523808,0.6666666666666666,0,0,0,1,0.5
0.21445671981913902,0.1934116560770414,0.6460716911240445,0,0.5,0.9751984126984127,0.6857142857142858,0,0,0,1,0.5
0.3940349246000242,0.16063369866801286,0.7042819010413576,0,0.75,0.8202380952380952,0.5577689243027888,1,0,1,0,0.5
0.2520328224337567,0.16393827209382947,0.6941502994108075,0.6666666666666666,0.5,0.6963906581740976,0.615686274509804,1,0,1,1,0.5
-0.021173831612853283,0.31204845093219963,0.4731067834742043,0.3333333333333333,0.25,0,0.004464285714285698,1,1,1,0,0.5
0.06618380551988702,0.2756995581823955,0.5209719356918328,0.6666666666666666,0,0.5168195718654434,0.4739130434782609,0,0.5,1,0,0.5
-0.07169748429562967,0.25375067218879693,0.5566873788769575,0.6666666666666666,0.25,0.2222222222222221,0.05999999999999993,0,0,1,0,0.5
-0.13754670683261233,0.053645978508895374,0.8952632003224791,0.6666666666666666,0.25,0.6989664082687339,0.5837104072398189,0.8666666666666667,0,0,0,0.5
0.14445750216265807,0.30801773633046414,0.4755177741432188,0,0,0.6641604010025063,0.5990990990990991,0.8705882352941177,1,0,1,0.5
0.13251679826195675,0.25691882117156095,0.5519706582792142,0.3333333333333333,0.25,0.020833333333333554,0.06374501992031872,0,0,0,1,0.5
0.08911738330286655,0.215574047803281,0.6110556101792842,0.3333333333333333,0,0.24242424242424246,0.2244897959183674,1,0,1,0,0.5
